P2-K108,CONNECTION 9 OPEN NORMAL,,Y033
P2-T19D,CONNECTION 30 TRANSMISSION DEMAND RESET,,
P2-T082,SP3->AGV RUNNING,,
P2-T08C,SP13->AGV RUNNING,,
P2-T170,CHG6 AGV CONTACT NORMAL DELAY,,
P2-T18A,CONNECTION 11 TRANSMISSION DEMAND RESET,,
P2-T119,STOP POS.26 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T1E9,AGV POWER OFF ORDER,,
P2-T0A6,STOP POS.7 MEMORY AGV RUNNING,,
P2-T0AE,STOP POS.15 MEMORY AGV RUNNING,,
P2-T1C4,CONNECTION 5 TRANSMISSION DEMAND RESET,,
P2-T035,PROCESS I/L-6 AGV DOCKING FAULT,,
P2-T0C4,STOP POS.5 CYCLE TIME COUNT,,
P2-T1B2,STOP POS.19 MOVEMENT MEMORY RESET,,
P1-T1C3,AGV BAY 1B EXCHANGE FAULT TIMER,,
P1-T190,CHG1 AGV low battery voltage check,,
P3-T079,CYCLE TIME MEASUREMENT R/B-26,,
P3-T089,POPUP CLOSE DELAY,,
P3-T122,CONFIRMATION END OF CYCLE R/B3,,
P3-T034,MANUAL ACTION SW44- CYCLE TIME MEASUREMENT,,
P3-T056,MANUAL ACTION SW69- CYCLE TIME MEASUREMENT,,
P3-T011,MANUAL ACTION SW18- CYCLE TIME MEASUREMENT,,
P3-T02C,MANUAL ACTION SW36- CYCLE TIME MEASUREMENT,,
P3-T065,CYCLE TIME MEASUREMENT R/B-6,,
P3-T13A,CONFIRMATION END OF CYCLE R/B27,,
P3-T0C0,DURING THE TIP EXCHANGE TIME,,
P3-T07E,CYCLE TIME MEASUREMENT R/B-31,,
P3-T0B8,R/B-25 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T005,MANUAL ACTION SW6- CYCLE TIME MEASUREMENT,,
P3-T00F,MANUAL ACTION SW16- CYCLE TIME MEASUREMENT,,
P3-T048,MANUAL ACTION SW55- CYCLE TIME MEASUREMENT,,
P3-T0BE,R/B-31 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P2-T034,PROCESS I/L-5 AGV DOCKING FAULT,,
P2-T1B1,STOP POS.18ÅEMOVEMENT MEMORY RESET,,
P2-T1CB,CONNECTION 12 TRANSMISSION DEMAND RESET,,
P2-T0D3,STOP POS.20 CYCLE TIME COUNT,,
P2-T154,CHG4 CHARGER COMPLETION,,
P2-T03C,PROCESS I/L-13 AGV DOCKING FAULT,,
P2-T042,CHG3 BATTERY CHARGER FAULT,,
P2-T130,CHG2 AGV CONTACT NORMAL DELAY,,
P2-T0F2,CONNECTION 19RECEPTION RETRY TIMER,,
P2-T1F0,DELAY AGV MB OFF PB,,
P2-T083,SP4->AGV RUNNING,,
P2-T171,CHG6 AGV POWER OFF,,
P2-T071,CHG2 AGV PRESENCE FAULT,,
P2-T181,CONNECTION 2 TRANSMISSION DEMAND RESET,,
P2-T1AF,STOP POS.16ÅEMOVEMENT MEMORY RESET,,
P2-T105,STOP POS.6 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T0C7,STOP POS.8 CYCLE TIME COUNT,,
P2-T0A5,STOP POS.6 MEMORY AGV RUNNING,,
P2-T1C5,CONNECTION 6 TRANSMISSION DEMAND RESET,,
P2-T0AD,STOP POS.14 MEMORY AGV RUNNING,,
P3-T057,MANUAL ACTION SW48- CYCLE TIME MEASUREMENT,,
P3-T123,CONFIRMATION END OF CYCLE R/B4,,
P3-T12D,CONFIRMATION END OF CYCLE R/B14,,
P3-T035,MANUAL ACTION SW45- CYCLE TIME MEASUREMENT,,
P3-T0BD,R/B-30 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T012,MANUAL ACTION SW19- CYCLE TIME MEASUREMENT,,
P3-T088,MODEL CODE 2 SETTING OUTPUT DELAY,,
P3-T02B,MANUAL ACTION SW35- CYCLE TIME MEASUREMENT,,
P3-T064,CYCLE TIME MEASUREMENT R/B-5,,
P3-T004,MANUAL ACTION SW5- CYCLE TIME MEASUREMENT,,
P3-T00E,MANUAL ACTION SW15- CYCLE TIME MEASUREMENT,,
P3-T0F9,R/B-26 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P2-T1CC,CONNECTION 13 TRANSMISSION DEMAND RESET,,
P2-T0D4,STOP POS.21 CYCLE TIME COUNT,,
P2-T0FF,CONNECTION 32RECEPTION RETRY TIMER,,
P2-T1B0,STOP POS.17 MOVEMENT MEMORY RESET,,
P2-T0E3,CONNECTION 4RECEPTION RETRY TIMER,,
P2-T043,CHG4 BATTERY CHARGER FAULT,,
P2-T131,STOP POS.2 AGV POWER OFF,,
P2-T02B,STOP POS.28 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T0BA,STOP POS.27 MEMORY AGV RUNNING,,
P2-T1DA,CONNECTION 27 TRANSMISSION DEMAND RESET,,
P2-T0F3,CONNECTION 20RECEPTION RETRY TIMER,,
P2-T03B,PROCESS I/L-12 AGV DOCKING FAULT,,
P2-T141,CHG3 AGV POWEROFF,,
P2-T062,BETWEEN PREVIOUS PROCESS COMM. FAULT 2,,
P2-T172,CHG6 CHARGE PREPARATIONFS INSTRUCTION,,
P2-T18C,CONNECTION 13 TRANSMISSION DEMAND RESET,,
P2-T070,CHG1 AGV PRESENCE FAULT,,
P2-T180,CONNECTION 1 TRANSMISSION DEMAND RESET,,
P2-T1A8,STOP POS.9ÅEMOVEMENT MEMORY RESET,,
P2-T1C6,CONNECTION 7 TRANSMISSION DEMAND RESET,,
P2-T10E,STOP POS.15 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T104,STOP POS.5 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T037,PROCESS I/L-8 AGV DOCKING FAULT,,
P2-T0C6,STOP POS.7 CYCLE TIME COUNT,,
P2-T0A4,STOP POS.5 MEMORY AGV RUNNING,,
P2-T0AC,STOP POS.13 MEMORY AGV RUNNING,,
P1-T180,AGV confirmation delay(CHG1),,
P1-T081,AGV ENDURANCE ON DELAY(P6),,
P3-T013,MANUAL ACTION SW20- CYCLE TIME MEASUREMENT,,
P3-T02E,MANUAL ACTION SW38- CYCLE TIME MEASUREMENT,,
P3-T067,CYCLE TIME MEASUREMENT R/B-8,,
P3-T0AA,R/B-11 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T032,MANUAL ACTION SW42- CYCLE TIME MEASUREMENT,,
P3-T0FE,R/B-231 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T050,MANUAL ACTION SW63- CYCLE TIME MEASUREMENT,,
P3-T12E,CONFIRMATION END OF CYCLE R/B15,,
P3-T00D,MANUAL ACTION SW14- CYCLE TIME MEASUREMENT,,
P3-T047,MANUAL ACTION SW54- CYCLE TIME MEASUREMENT,,
P3-T0F8,R/B-25 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P2-T0AB,STOP POS.12 MEMORY AGV RUNNING,,
P2-T099,SP26->AGV RUNNING,,
P2-T044,STOP POS.5 BATTERY CHARGER FAULT,,
P2-T132,CHG2 CHARGE PREPARATIONFS INSTRUCTION,,
P2-T02C,STOP POS.29 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T0C1,STOP POS.2 CYCLE TIME COUNT,,
P2-T0E2,CONNECTION 3RECEPTION RETRY TIMER,,
P2-T152,CHG4 CHARGE PREPARATIONFS INSTRUCTION,,
P2-T063,BETWEEN NEXT PROCESS COMM. FAULT 2,,
P2-T173,CHG6 CHARGER CONTACT ON COMP.,,
P2-T140,CHG3 AGV CONTACT NORMAL DELAY,,
P2-T15A,CHG4 CHARGER PREPARATIONS COMMAND DELAY,,
P2-T073,CHG4 AGV PRESENCE FAULT,,
P2-T183,CONNECTION 4 TRANSMISSION DEMAND RESET,,
P2-T0F0,CONNECTION 17RECEPTION RETRY TIMER,,
P2-T18B,CONNECTION 12 TRANSMISSION DEMAND RESET,,
P2-T1A9,STOP POS.10ÅEMOVEMENT MEMORY RESET,,
P2-T107,STOP POS.8 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T1C7,CONNECTION 8 TRANSMISSION DEMAND RESET,,
P2-T0BF,STOP POS.32 MEMORY AGV RUNNING,,
P2-T10D,STOP POS.14 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T1AD,STOP POS.ÅE4 MOVEMENT MEMORY RESET,,
P2-T036,PROCESS I/L-7 AGV DOCKING FAULT,,
P2-T0A3,STOP POS.4 MEMORY AGV RUNNING,,
P2-T0D5,STOP POS.22 CYCLE TIME COUNT,,
P1-T181,Charger Connector ON Delay(CHG1),,
P1-T080,AGV ENDURANCE ON DELAY(P2),,
P3-T046,MANUAL ACTION SW53- CYCLE TIME MEASUREMENT,,
P3-T02D,MANUAL ACTION SW37- CYCLE TIME MEASUREMENT,,
P3-T0AB,R/B-12 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T1FF,CYCLE TIME MEASUREMENT (PROCESS),,
P3-T033,MANUAL ACTION SW43- CYCLE TIME MEASUREMENT,,
P3-T066,CYCLE TIME MEASUREMENT R/B-7,,
P3-T0E4,R/B-5 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T021,MANUAL ACTION SW25- CYCLE TIME MEASUREMENT,,
P3-T06E,CYCLE TIME MEASUREMENT R/B-15,,
P3-T0FD,R/B-30 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T051,MANUAL ACTION SW64- CYCLE TIME MEASUREMENT,,
P3-T12F,CONFIRMATION END OF CYCLE R/B16,,
P3-T0BF,R/B-32 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T014,MANUAL ACTION SW21- CYCLE TIME MEASUREMENT,,
P2-T1FF,AGV TRANSMISSION CYCLE 2,,
P2-T045,STOP POS.6 BATTERY CHARGER FAULT,,
P2-T133,CHG2 CHARGER CONTACT ON COMP.,,
P2-T0B2,STOP POS.19 MEMORY AGV RUNNING,,
P2-T198,CONNECTION 25 TRANSMISSION DEMAND RESET,,
P2-T1DC,CONNECTION 29 TRANSMISSION DEMAND RESET,,
P2-T143,CHG3 CHARGER CONTACT ON COMP.,,
P2-T0AA,STOP POS.11 MEMORY AGV RUNNING,,
P2-T098,SP25->AGV RUNNING,,
P2-T1C0,CONNECTION 1 TRANSMISSION DEMAND RESET,,
P2-T153,CHG4 CHARGER CONTACT ON COMP.,,
P2-T0FD,CONNECTION 30RECEPTION RETRY TIMER,,
P2-T031,PROCESS I/L-2 AGV DOCKING FAULT,,
P2-T0C0,STOP POS.1 CYCLE TIME COUNT,,
P2-T174,CHG6 CHARGER COMPLETION,,
P2-T163,CHG5 CHARGER CONTACT ON COMP.,,
P2-T0E1,CONNECTION 2RECEPTION RETRY TIMER,,
P2-T09F,SP32->AGV RUNNING,,
P2-T0F1,CONNECTION 18RECEPTION RETRY TIMER,,
P2-T072,CHG3 AGV PRESENCE FAULT,,
P2-T182,CONNECTION 3 TRANSMISSION DEMAND RESET,,
P2-T060,BETWEEN PREVIOUS PROCESS COMM. FAULT,,
P2-T106,STOP POS.7 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T1AE,STOP POS.ÅE5 MOVEMENT MEMORY RESET,,
P2-T0D6,STOP POS.23 CYCLE TIME COUNT,,
P2-T124,CHG1 CHARGER COMPLETION,,
P2-T0A2,STOP POS.3 MEMORY AGV RUNNING,,
P1-T182,AGV confirmation delay(CHG2),,
P3-T0AC,R/B-13 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T045,MANUAL ACTION SW52- CYCLE TIME MEASUREMENT,,
P3-T0E5,R/B-6 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T0A0,R/B-1 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T020,MANUAL ACTION SW24- CYCLE TIME MEASUREMENT,,
P3-T030,MANUAL ACTION SW40- CYCLE TIME MEASUREMENT,,
P3-T052,MANUAL ACTION SW65- CYCLE TIME MEASUREMENT,,
P3-T06D,CYCLE TIME MEASUREMENT R/B-14,,
P3-T061,CYCLE TIME MEASUREMENT R/B-2,,
P3-T139,CONFIRMATION END OF CYCLE R/B26,,
P3-T015,MANUAL ACTION SW22- CYCLE TIME MEASUREMENT,,
P2-T199,CONNECTION 26 TRANSMISSION DEMAND RESET,,
P2-T0C3,STOP POS.4 CYCLE TIME COUNT,,
P2-T0A1,STOP POS.2 MEMORY AGV RUNNING,,
P2-T1C1,CONNECTION 2 TRANSMISSION DEMAND RESET,,
P2-T1FE,AGV TRANSMISSION CYCLE 1,,
P2-T022,STOP POS.19 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T0FE,CONNECTION 31RECEPTION RETRY TIMER,,
P2-T1DB,CONNECTION 28 TRANSMISSION DEMAND RESET,,
P2-T1D1,CONNECTION 18 TRANSMISSION DEMAND RESET,,
P2-T06F,CHG8 CHARGE CONTACT CHECK FAULT,,
P2-T142,CHG3 CHARGE PREPARATIONFS INSTRUCTION,,
P2-T075,CHG6 AGV PRESENCE FAULT,,
P2-T02A,STOP POS.27 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T030,PROCESS I/L-1 AGV DOCKING FAULT,,
P2-T162,CHG5 CHARGE PREPARATIONFS INSTRUCTION,,
P2-T0E0,CONNECTION 1RECEPTION RETRY TIMER,,
P2-T150,CHG4 AGV CONTACT NORMAL DELAY,,
P2-T09E,SP31->AGV RUNNING,,
P2-T061,BETWEEN NEXT PROCESS COMM. FAULT,,
P2-T10F,STOP POS.16 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T0D7,STOP POS.24 CYCLE TIME COUNT,,
P2-T046,STOP POS.7 BATTERY CHARGER FAULT,,
P2-T123,CHG1 CHARGER CONTACT ON COMP.,,
P2-T0BD,STOP POS.30 MEMORY AGV RUNNING,,
P2-T0B3,STOP POS.20 MEMORY AGV RUNNING,,
P2-T101,STOP POS.2 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P1-T183,Charger Connector ON Delay(CHG2),,
P3-T0E6,R/B-7 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T023,MANUAL ACTION SW27- CYCLE TIME MEASUREMENT,,
P3-T0A1,R/B-2 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T044,MANUAL ACTION SW51- CYCLE TIME MEASUREMENT,,
P3-T0F5,R/B-22 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T0FF,R/B-32 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T031,MANUAL ACTION SW41- CYCLE TIME MEASUREMENT,,
P3-T053,MANUAL ACTION SW66- CYCLE TIME MEASUREMENT,,
P3-T072,CYCLE TIME MEASUREMENT R/B-19,,
P3-T060,CYCLE TIME MEASUREMENT R/B-1,,
P3-T009,MANUAL ACTION SW10- CYCLE TIME MEASUREMENT,,
P3-T138,CONFIRMATION END OF CYCLE R/B25,,
P3-T016,MANUAL ACTION SW23- CYCLE TIME MEASUREMENT,,
P3-T02F,MANUAL ACTION SW39- CYCLE TIME MEASUREMENT,,
P3-T0AD,R/B-14 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P2-T1FD,TAKT TIME MONITOR for EDC,,
P2-T1C2,CONNECTION 3 TRANSMISSION DEMAND RESET,,
P2-T122,CHG1 CHARGE PREPARATIONFS INSTRUCTION,,
P2-T023,STOP POS.20 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T10A,STOP POS.11 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T100,STOP POS.1 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T088,SP9->AGV RUNNING,,
P2-T033,PROCESS I/L-4 AGV DOCKING FAULT,,
P2-T0C2,STOP POS.3 CYCLE TIME COUNT,,
P2-T0A0,STOP POS.1 MEMORY AGV RUNNING,,
P2-T0B0,STOP POS.17 MEMORY AGV RUNNING,,
P2-T097,SP24->AGV RUNNING,,
P2-T1D0,CONNECTION 17 TRANSMISSION DEMAND RESET,,
P2-T074,CHG5 AGV PRESENCE FAULT,,
P2-T151,CHG4 AGV POWER OFF,,
P2-T0FB,CONNECTION 28RECEPTION RETRY TIMER,,
P2-T161,CHG5 AGV POWER OFF,,
P2-T09D,SP30->AGV RUNNING,,
P2-T019,STOP POS.10 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T0D8,STOP POS.25 CYCLE TIME COUNT,,
P2-T1BF,STOP POS.32ÅEMOVEMENT MEMORY RESET,,
P2-T0E7,CONNECTION 8RECEPTION RETRY TIMER,,
P2-T047,STOP POS.8 BATTERY CHARGER FAULT,,
P2-T02F,STOP POS.32 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T0BE,STOP POS.31 MEMORY AGV RUNNING,,
P2-T1DE,CONNECTION 31 TRANSMISSION DEMAND RESET,,
P2-T112,STOP POS.19 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P1-T0B5,*DOLLY A EXCHANGE COMPLETE,,
P1-T050,AGV CYCLE TIME OVER,,
P3-T0A2,R/B-3 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T022,MANUAL ACTION SW26- CYCLE TIME MEASUREMENT,,
P3-T12A,CONFIRMATION END OF CYCLE R/B11,,
P3-T043,MANUAL ACTION SW50- CYCLE TIME MEASUREMENT,,
P3-T06F,CYCLE TIME MEASUREMENT R/B-16,,
P3-T0ED,R/B-14 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T0F4,R/B-21 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T063,CYCLE TIME MEASUREMENT R/B-4,,
P3-T073,CYCLE TIME MEASUREMENT R/B-20,,
P3-T0FA,R/B-27 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T008,MANUAL ACTION SW9- CYCLE TIME MEASUREMENT,,
P3-T137,CONFIRMATION END OF CYCLE R/B24,,
P3-T0AE,R/B-15 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T0E7,R/B-8 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P2-T089,SP10->AGV RUNNING,,
P2-T1DD,CONNECTION 30 TRANSMISSION DEMAND RESET,,
P2-T1D3,CONNECTION 20 TRANSMISSION DEMAND RESET,,
P2-T144,CHG3 CHARGER UNIT HOME POSITION,,
P2-T077,CHG8 AGV PRESENCE FAULT,,
P2-T121,STOP POS.1 AGV POWER OFF,,
P2-T0B1,STOP POS.18 MEMORY AGV RUNNING,,
P2-T032,PROCESS I/L-3 AGV DOCKING FAULT,,
P2-T020,STOP POS.17 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T096,SP23->AGV RUNNING,,
P2-T0FC,CONNECTION 29RECEPTION RETRY TIMER,,
P2-T06D,CHG6 CHARGE CONTACT CHECK FAULT,,
P2-T160,CHG5 AGV CONTACT NORMAL DELAY,,
P2-T09C,SP29->AGV RUNNING,,
P2-T018,STOP POS.9 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T0D9,STOP POS.26 CYCLE TIME COUNT,,
P2-T048,CHG1 CHARGE CYCLE FAULT,,
P2-T1BE,STOP POS.31ÅEMOVEMENT MEMORY RESET,,
P2-T103,STOP POS.4 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T113,STOP POS.20 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T0E6,CONNECTION 7RECEPTION RETRY TIMER,,
P2-T1C3,CONNECTION 4 TRANSMISSION DEMAND RESET,,
P1-T1F1,ENDURANCE COUNTER,,
P1-T051,AGV CYCLE TIME OVER,,
P3-T0F7,R/B-24 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T12B,CONFIRMATION END OF CYCLE R/B12,,
P3-T0EE,R/B-15 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T042,MANUAL ACTION SW49- CYCLE TIME MEASUREMENT,,
P3-T151,STANDBY MODE OFF DELAY,,
P3-T062,CYCLE TIME MEASUREMENT R/B-3,,
P3-T0E0,R/B-1 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T083,RETURN OUTPUT EXTENSION,,
P3-T06A,CYCLE TIME MEASUREMENT R/B-11,,
P3-T070,CYCLE TIME MEASUREMENT R/B-17,,
P3-T128,CONFIRMATION END OF CYCLE R/B9,,
P3-T0AF,R/B-16 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T136,CONFIRMATION END OF CYCLE R/B23,,
P3-T025,MANUAL ACTION SW29- CYCLE TIME MEASUREMENT,,
P3-T0A3,R/B-4 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,P1_JPI_50
P2-T0E5,CONNECTION 6RECEPTION RETRY TIMER,,
P2-T02D,STOP POS.30 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T1D2,CONNECTION 19 TRANSMISSION DEMAND RESET,,
P2-T110,STOP POS.17 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T076,CHG7 AGV PRESENCE FAULT,,
P2-T120,CHG1 AGV CONTACT NORMAL DELAY,,
P2-T021,STOP POS.18 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T06E,CHG7 CHARGE CONTACT CHECK FAULT,,
P2-T1E0,DELAY AGV BREAKER OFF COMP.,,
P2-T095,SP22->AGV RUNNING,,
P2-T09B,SP28->AGV RUNNING,,
P2-T017,STOP POS.8 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T049,CHG2 CHARGE CYCLE FAULT,,
P2-T0B6,STOP POS.23 MEMORY AGV RUNNING,,
P2-T1BD,STOP POS.30ÅEMOVEMENT MEMORY RESET,,
P2-T10C,STOP POS.13 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T102,STOP POS.3 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P1-T113,AGV BAY 1A AGV LEAVE CONFIRM DELAY,,
P1-T035,AGV BAY 1A PARTS PICK COMPLETED From UKR1-4 DELAY,,
P3-T024,MANUAL ACTION SW28- CYCLE TIME MEASUREMENT,,
P3-T12C,CONFIRMATION END OF CYCLE R/B13,,
P3-T0EF,R/B-16 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T0F6,R/B-23 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T0B1,R/B-18 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T142,RETURN OUTPUT EXTENSION,,
P3-T041,MANUAL ACTION SW48- CYCLE TIME MEASUREMENT,,
P3-T0E1,R/B-2 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T0FC,R/B-29 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T150,STANDBY MODE ON DELAY,,
P3-T071,CYCLE TIME MEASUREMENT R/B-18,,
P3-T082,ADVANCE OUTPUT EXTENSION,,
P3-T129,CONFIRMATION END OF CYCLE R/B10,,
P3-T0A4,R/B-5 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T135,CONFIRMATION END OF CYCLE R/B22,,
P2-T11B,STOP POS.28 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T111,STOP POS.18 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T0E4,CONNECTION 5RECEPTION RETRY TIMER,,
P2-T0EC,CONNECTION 13RECEPTION RETRY TIMER,,
P2-T0DA,STOP POS.27 CYCLE TIME COUNT,,
P2-T094,SP21->AGV RUNNING,,
P2-T0FA,CONNECTION 27RECEPTION RETRY TIMER,,
P2-T06B,CHG4 CHARGE CONTACT CHECK FAULT,,
P2-T09A,SP27->AGV RUNNING,,
P2-T0B7,STOP POS.24 MEMORY AGV RUNNING,,
P2-T016,STOP POS.7 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T026,STOP POS.23 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T1DF,CONNECTION 32 TRANSMISSION DEMAND RESET,,
P2-T1D5,CONNECTION 22 TRANSMISSION DEMAND RESET,,
P2-T1A2,STOP POS.3ÅEMOVEMENT MEMORY RESET,,
P2-T0CE,STOP POS.15 CYCLE TIME COUNT,,
P2-T02E,STOP POS.31 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T1BC,STOP POS.29ÅEMOVEMENT MEMORY RESET,,
P2-T10B,STOP POS.12 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P1-T122,AGV BAY 1B AGV ARRIVAL CONFIRM DELAY,,
P1-T112,AGV BAY 1A AGV ARRIVAL CONFIRM DELAY,,
P1-T04F,AGV BAY 1A BACK UP REQUEST OFF CONFIRM,,
P1-T036,PARTS PICK CONFIRM DELAY,,
P1-T020,PARTS SET FAULT,,
P3-T134,CONFIRMATION END OF CYCLE R/B21,,
P3-T143,EX.CAR TYPE INTERCHANGE CONFIRMATION,,
P3-T076,CYCLE TIME MEASUREMENT R/B-23,,
P3-T0B0,R/B-17 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P3-T0E2,R/B-3 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T1F0,COUNT PULSE,,
P3-T040,MANUAL ACTION SW47- CYCLE TIME MEASUREMENT,,
P3-T06C,CYCLE TIME MEASUREMENT R/B-13,,
P3-T0F1,R/B-18 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T0FB,R/B-28 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING ON),,
P3-T081,DELAY FOR AGING START (HOLD DOWN FOR 3 sec.),,
P3-T027,MANUAL ACTION SW31- CYCLE TIME MEASUREMENT,,
P3-T0A5,R/B-6 FIXED QUANTITY EXCHANGE COUNTER (TIP FORMING OFF),,
P2-T0CD,STOP POS.14 CYCLE TIME COUNT,,
P2-T1BB,STOP POS.28ÅEMOVEMENT MEMORY RESET,,
P2-T0DB,STOP POS.28 CYCLE TIME COUNT,,
P2-T0EB,CONNECTION 12RECEPTION RETRY TIMER,,
P2-T06C,CHG5 CHARGE CONTACT CHECK FAULT,,
P2-T08D,SP14->AGV RUNNING,,
P2-T093,SP20->AGV RUNNING,,
P2-T192,CONNECTION 19 TRANSMISSION DEMAND RESET,,
P2-T1B9,STOP POS.26ÅEMOVEMENT MEMORY RESET,,
P2-T116,STOP POS.23 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P2-T027,STOP POS.24 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T01F,STOP POS.16 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T015,STOP POS.6 ENTERING OK DELAY(NORMAL STARTOK),,
P2-T1A3,STOP POS.4ÅEMOVEMENT MEMORY RESET,,
P2-T0B4,STOP POS.21 MEMORY AGV RUNNING,,
P2-T189,CONNECTION 10 TRANSMISSION DEMAND RESET,,
P2-T1D4,CONNECTION 21 TRANSMISSION DEMAND RESET,,
P2-T11C,STOP POS.29 ENTERING OK DELAY(DESTINATION INSTRUCTIONS STARTOK),,
P1-T123,AGV BAY 1B AGV LEAVE CONFIRM DELAY,,
P1-T111,*AGV BAY 1A LOCK UNLOCK END DELAY,,
P1-T0C5,*DOLLY B EXCHANGE COMPLETE,,
